0.40614309,0.657958112,0.575240545,0.975956238,-1
0.441639338,0.777836974,0.569458426,0.021099785,1
0.512273553,0.407552145,0.219837074,0.230460668,1
0.438549783,0.919893831,0.319037567,0.284334537,1
0.363779008,0.499317543,0.813524281,0.234818249,1
0.022263936,0.301121414,0.298062236,0.825927976,-1
0.136395439,0.814580406,0.861088355,0.552941826,1
0.018529868,0.507821481,0.713645133,0.697747974,1
0.893455596,0.701184971,0.937290381,0.010892774,1
0.819740404,0.034267654,0.516160321,0.65333032,1
0.754127263,0.279996975,0.60305106,0.888780732,1
0.643234107,0.786063354,0.491141242,0.403460406,1
0.877440098,0.708182927,0.826491606,0.010670416,1
0.095557142,0.543284253,0.856217447,0.264355934,1
0.77554726,0.637920749,0.725059755,0.894647612,1
0.767987005,0.206846838,0.043304158,0.153563557,1
0.718313564,0.128643506,0.220788924,0.453559441,1
0.465260852,0.089786258,0.506729645,0.076509098,1
0.166524696,0.747710039,0.33456726,0.305054021,1
0.818878553,0.982048945,0.968970008,0.576622335,1
0.233482991,0.292098452,0.673764332,0.573738702,1
0.199702249,0.958198397,0.33615489,0.149664105,1
0.328383218,0.113096677,0.771914476,0.792562519,-1
0.587068781,0.079191621,0.192901989,0.775405135,1
0.353391437,0.838947785,0.133887257,0.698147941,-1
0.190344628,0.396806895,0.338947324,0.922692757,-1
0.838402609,0.629524053,0.86549065,0.216289592,1
0.064899085,0.678000534,0.53512019,0.517349234,1
0.255718668,0.852827588,0.823201061,0.01657221,1
0.474710004,0.94411857,0.458620543,0.8499723,-1
0.535552391,0.434101281,0.024433705,0.504359781,1
0.876483955,0.908248818,0.285203484,0.132703662,1
0.000132544,0.317960711,0.530108,0.829176121,-1
0.673583532,0.913014499,0.756141926,0.168512427,1
0.964015938,0.348265951,0.598487562,0.731391705,1
0.870816363,0.333399437,0.463042713,0.166886712,1
0.466389297,0.456370455,0.127822299,0.63993037,1
0.896488227,0.427427958,0.175846033,0.294898347,1
0.058738313,0.060172881,0.026659892,0.550467405,1
0.563050714,0.304595614,0.754510785,0.671103188,1
0.939838254,0.485154691,0.518087841,0.789203213,1
0.571168244,0.766494844,0.9201661,0.210306333,1
0.608114181,0.465725204,0.616699894,0.203092124,1
0.677600524,0.017315558,0.226607511,0.914466038,1
0.768434033,0.533312643,0.068380216,0.199584232,1
0.012017631,0.966571913,0.83220069,0.44530906,1
0.990495466,0.794284384,0.488611168,0.130589254,1
0.212242519,0.831110155,0.32378737,0.738767714,-1
0.159872759,0.731470715,0.053694117,0.714389527,-1
0.121735642,0.984044738,0.593098196,0.269543205,1
0.432003591,0.930512342,0.507885309,0.064098005,1
0.659111313,0.449172018,0.147168498,0.77522809,1
0.531261757,0.087894196,0.900460696,0.868151184,1
0.056299861,0.640056253,0.88926463,0.347723193,1
0.666719506,0.454460743,0.446878938,0.017031023,1
0.861417656,0.937822119,0.478774087,0.569831494,1
0.992795582,0.404134626,0.219841319,0.866496586,1
0.689023069,0.171469383,0.009023729,0.169077128,1
0.206387771,0.901622189,0.709139897,0.13193005,1
0.425204689,0.661446714,0.322383081,0.59743679,1
0.210647153,0.189618227,0.208315555,0.713345382,-1
0.252696411,0.27001501,0.481757359,0.22067373,1
0.354664189,0.637734017,0.749754308,0.492421402,1
0.617388764,0.319453111,0.302499088,0.141789496,1
0.844342381,0.288154319,0.90883233,0.113209176,1
0.613860595,0.283904109,0.508132007,0.538875114,1
0.052150509,0.437082481,0.21872964,0.918338991,-1
0.691453099,0.11592526,0.359622792,0.306055721,1
0.302248076,0.561445487,0.796098974,0.469948705,1
0.791170526,0.418768955,0.73952975,0.357523155,1
0.949822083,0.750146571,0.019577498,0.75516714,1
0.911801132,0.347753872,0.071285211,0.855088619,1
0.094353348,0.549567876,0.915525127,0.522011579,1
0.051965484,0.44090896,0.691189229,0.261377539,1
0.895907539,0.459712429,0.232019042,0.19594289,1
0.849693845,0.741608561,0.66221536,0.1070884,1
0.836172921,0.454915385,0.650629948,0.904422585,1
0.110705625,0.603829509,0.016382466,0.091210402,1
0.905671653,0.547618979,0.644206311,0.235876901,1
0.620573636,0.078982273,0.645751101,0.176299806,1
0.618924778,0.970324158,0.669193468,0.331811327,1
0.457887016,0.024949346,0.523104637,0.989191959,-1
0.723363697,0.396944731,0.590729816,0.573179892,1
0.507674292,0.145546386,0.290948731,0.501144072,1
0.141869851,0.406383401,0.593103185,0.809379945,-1
0.47059896,0.674121679,0.757179557,0.182099791,1
0.619639177,0.769927078,0.421086263,0.438988765,1
0.488780202,0.216832961,0.832912384,0.501543876,1
0.102731676,0.36435991,0.820802024,0.122843525,1
0.649358747,0.736624715,0.71066494,0.105334935,1
0.958604468,0.42369288,0.560113444,0.098782771,1
0.483117658,0.153624764,0.308469833,0.130916366,1
0.343518601,0.663060376,0.516202663,0.796666887,-1
0.576595568,0.06687396,0.248482422,0.908679436,-1
0.889508474,0.989806158,0.323655455,0.987420465,1
0.613864765,0.652081526,0.601346094,0.797794328,1
0.610446566,0.377238681,0.174646608,0.059914205,1
0.152352645,0.383418588,0.013083867,0.965373531,-1
0.318186885,0.955603653,0.028959718,0.397178807,1
0.277810017,0.361853097,0.780453305,0.445664017,1
0.057312258,0.04799434,0.530814876,0.766768061,-1
0.614629194,0.932432883,0.781576748,0.754902741,1
0.326217157,0.52198126,0.645579305,0.511238455,1
0.662100093,0.231309821,0.982569293,0.085919485,1
0.412678415,0.98528423,0.48525881,0.611872177,1
0.011220454,0.768551518,0.741559543,0.217346748,1
0.397321397,0.262563873,0.07863862,0.220119744,1
0.484985012,0.515296236,0.839009167,0.413152067,1
0.402175572,0.952686925,0.335098176,0.133750202,1
0.695436443,0.922773421,0.487524639,0.505692449,1
0.004625761,0.188468748,0.779639444,0.61082595,1
0.79245686,0.837900449,0.687358399,0.0814341,1
0.806140569,0.134776995,0.569914349,0.574691506,1
0.016102751,0.934828316,0.614780027,0.66857489,1
0.421772809,0.702767174,0.470696636,0.408892933,1
0.988636019,0.48525074,0.117262739,0.858085916,1
0.341975792,0.316379134,0.377527146,0.869881663,-1
0.531433268,0.025155509,0.248355248,0.723680484,1
0.432381178,0.261450583,0.189409062,0.214478014,1
0.494894582,0.033000832,0.372624261,0.356676673,1
0.274706539,0.264398923,0.744515379,0.131683751,1
0.803084003,0.30440306,0.342846208,0.659341184,1
0.038964488,0.772142839,0.690084579,0.927245445,-1
0.062018585,0.68746662,0.725694886,0.846529403,-1
0.553800074,0.842396745,0.048918888,0.758804444,1
0.675999874,0.874429094,0.330943236,0.518499669,1
0.453945206,0.179503067,0.847399457,0.046425975,1
0.523596072,0.232703629,0.903273904,0.541256965,1
0.098684974,0.857083631,0.042737969,0.142041748,1
0.21749765,0.777462074,0.357605951,0.025323778,1
0.833779609,0.363197813,0.788561803,0.879659663,1
0.676507841,0.545244062,0.898888853,0.099493471,1
0.090939292,0.034239332,0.324174228,0.166065759,1
0.998078595,0.415485201,0.754333384,0.693313497,1
0.770644011,0.912260084,0.310679768,0.204717069,1
0.072878818,0.587200686,0.542486621,0.644085818,1
0.59800526,0.450019732,0.16255018,0.764920734,1
0.983300332,0.143146445,0.827703375,0.881132801,1
0.070450278,0.477865346,0.738754794,0.733736909,-1
0.816245277,0.533480061,0.560833396,0.346526091,1
0.550755647,0.021102709,0.736771213,0.833971739,1
0.836319659,0.033120368,0.912172344,0.094925178,1
0.850908009,0.522199819,0.016366456,0.129177157,1
0.593174705,0.721787369,0.037025222,0.17616934,1
0.232436637,0.715012793,0.770586055,0.589379482,1
0.872938787,0.453991393,0.983929046,0.259961417,1
0.690669142,0.596743802,0.279328899,0.279209913,1
0.683767711,0.811281073,0.076241221,0.369372694,1
0.806237085,0.958330989,0.993734842,0.425572268,1
0.433152991,0.338445567,0.454667841,0.769975273,1
0.755700281,0.992393933,0.203073406,0.375416972,1
0.708670176,0.163497947,0.323962053,0.809012249,1
0.218956898,0.328388089,0.461998204,0.352330167,1
0.073539561,0.505193068,0.274199969,0.567635438,1
0.027511112,0.613717258,0.423611963,0.645295719,1
0.306118067,0.290784582,0.43051544,0.550274237,1
0.122461046,0.130425047,0.228788198,0.1069234,1
0.093037179,0.188572906,0.683495508,0.541482588,1
0.521406922,0.941816576,0.637501236,0.718557555,1
0.424441586,0.248357586,0.935987282,0.802128402,1
0.761633822,0.06175284,0.9066538,0.655628124,1
0.947949684,0.54524193,0.305318785,0.088515984,1
0.421534514,0.367533368,0.852528591,0.983923978,-1
0.05385312,0.357135169,0.999067042,0.415017361,1
0.380647981,0.104579559,0.589612225,0.146320634,1
0.376575715,0.936352472,0.700369541,0.242934141,1
0.742119399,0.326637754,0.369959383,0.492794046,1
0.200618413,0.287567319,0.292593072,0.42984361,1
